sentiment,text,user
neutral,#Ukraine #Putin #Sanktionen #Ukrainian #UkraineCrisis #UkraineWar #UkraineConflict #Ukrain  #UkraineRussia… https://t.co/kY483KGrIL,Feenwald
positive,RT @cepegma: A nice #data-based article about the migration flows from #ukraine due to the #ukraineconflict and how it has hit #EU national…,GlenKCampbell
positive,RT @WorldToBe1: How True is Kazakh-born Russian politician of Ukrainian Father Vladimir Zhirinovsky's angle on #Ukraine?( Modern Ukraine Fo…,WorldToBe1
neutral,RT @WorldToBe1: Some reasons why Kazakh-born Russian politician of Ukrainian Father Vladimir Zhirinovsky accuses the #USA #Europe #NATO &amp; t…,WorldToBe1
negative,RT @WorldToBe1: Kazakh-born Russian politician of Ukrainian Father Vladimir Zhirinovsky Tells a Joke to show that there is little or no dif…,WorldToBe1
positive,"RT @WorldToBe1: The #UkraineConflict: Where many ignore History, Chronology...https://t.co/PxoI7swsiH #Deutschland #UK #GBR #France #Espana…",WorldToBe1
neutral,"RT @Highfield_Res: Our Managing Director and CEO Ignacio Salazar is interviewed by @SPGlobal, discussing how the #ukraineconflict is impact…",StefiMaher
neutral,"Our Managing Director and CEO Ignacio Salazar is interviewed by @SPGlobal, discussing how the #ukraineconflict is i… https://t.co/BZAMO5luWp",Highfield_Res
neutral,"Beijing chafes at Moscow’s requests for support, Chinese officials say\n#Ukraine #Russia #UkraineConflict #Europe… https://t.co/6q5au4KXQQ",1DeepThinker7
negative,RT @minnie_mall: WORLD WAR III: THE END GAME WAR \n\nhttps://t.co/JZxpqUuw93\n\nFrom Alexander Mercouris\n119K subcribers\n\nDespite HIMARS US Arm…,Remember1421
neutral,"RT @MILTONRIANOP: Espectacular paisajes!!!!!! Es la naturaleza ☺️😸 pura los valles de vida, ríos, naturaleza y nubes es vida, !!!! Simpleme…",MILTONRIANOP
negative,RT @minnie_mall: WORLD WAR III: THE END GAME WAR \n\nhttps://t.co/JZxpqUuw93\n\nFrom Alexander Mercouris\n119K subcribers\n\nDespite HIMARS US Arm…,geof_hughes
neutral,"Ukraine's Zelenskiy eyes \inflection point\"" in war as Russia tightens grip on key target @sightmagazine… https://t.co/s2tblSrxVZ""",sightmagazine
neutral,#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putin… https://t.co/I555CWh6sh,caffeinsomniac
neutral,#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putin… https://t.co/74QMyyonA1,caffeinsomniac
negative,#Ukrainian forces take turns firing rockets at Russian military vehicles.\n\n#Ukraine #FuckPutin #UkraineRussiaWar… https://t.co/cZc9YhQkNK,RusskieUkraine
negative,RT @minnie_mall: WORLD WAR III: THE END GAME WAR \n\nhttps://t.co/JZxpqUuw93\n\nFrom Alexander Mercouris\n119K subcribers\n\nDespite HIMARS US Arm…,4truthnjustiz
negative,RT @minnie_mall: WORLD WAR III: THE END GAME WAR \n\nhttps://t.co/JZxpqUuw93\n\nFrom Alexander Mercouris\n119K subcribers\n\nDespite HIMARS US Arm…,minnie_mall
neutral,The #UK has pledged to send medium-range rockwt systems to #Ukraine after the #US and #Germany said they would equi… https://t.co/ZAamdtpUUr,Moritzbhg
neutral,"#NATO Secretary #jensstoltenberg delivers remarks at #whitehouse stakeout location about #ukraineconflict ,… https://t.co/HcSjKAotyU",angelonoli
negative,RT @minnie_mall: WORLD WAR III: THE END GAME WAR \n\nhttps://t.co/JZxpqUuw93\n\nFrom Alexander Mercouris\n119K subcribers\n\nDespite HIMARS US Arm…,davidwjohns1111
neutral,#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putin… https://t.co/sc1bYAwA7d,caffeinsomniac
neutral,#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putin… https://t.co/ZxqQW9zXvX,caffeinsomniac
neutral,#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putin… https://t.co/KRMrxJTkRF,caffeinsomniac
negative,RT @minnie_mall: WORLD WAR III: THE END GAME WAR \n\nhttps://t.co/JZxpqUuw93\n\nFrom Alexander Mercouris\n119K subcribers\n\nDespite HIMARS US Arm…,ElenaGekker
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,sorjonen_fi
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,no1historychick
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,AlfredGliddon
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,Charlen22337645
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,bandergrad
neutral,RT @Hortsch2: Mooooooooin!\n\nSchönes Wochenende euch allen!\n(Außer Putin und Lawrow latürnich)\nHeißgetränk gefällig?\n☕☕☕☕☕☕☕☕☕☕☕\n\n#StandWith…,Egal76839893
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,xlenm
neutral,"@ladyp65can Russian Army is an Army of Murderers, Terrorists, Rapists, Blackmailers and Looters !!!… https://t.co/Uoeb1yqBno",AlexEParada2
neutral,Mooooooooin!\n\nSchönes Wochenende euch allen!\n(Außer Putin und Lawrow latürnich)\nHeißgetränk gefällig?\n☕☕☕☕☕☕☕☕☕☕☕… https://t.co/6jCHnaOcnx,Hortsch2
neutral,"20% of Ukrainian territory is now under Russian Control, informed Ukraine President Volodymyr Zelenskyy.… https://t.co/0RR5MiHocX",THEFREEMEDIA2K
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,encorebenoit
neutral,#StopPutinNOW https://t.co/e4S5pQEcww,Ald19Dr
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,BSBonner
positive,RT @MavkaSlavka: Propaganda and brainwashing start early. Fascism is alive in Putler's ruZZia - it's been adopted into the doctrine of ever…,stopmadmanputin
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,sztu_i
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,BarbelKonkel
positive,RT @kiraincongress: There are fears that #Severodonetsk may have its own #Azovstal. About 800 people are hiding in Soviet-era bomb shelters…,ariaghajar
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,NepCata
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,MeaganABrown
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,ichnich89648258
neutral,"Näin #Venäjä n pääuutiskanavalla illalla: \Erikoisoperaatio Ukrainassa ohi. Tarkoitus on nyt demilitarisoida koko… https://t.co/IBQn7ZYzmy""",TemppuTerava
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,A_Woronecki
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,Missfortuneskin
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,EDMARTING
negative,RT @kiraincongress: As an animal rights activist I am outraged. Several thousand dolphins have died in the #Black Sea because of the #russi…,JeelLesslyn
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,stopmadmanputin
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,jasszymon65
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,wadakashiho
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,Alexandra1UApro
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,DaGodfather59
neutral,"RT @Peppe24245235: CENTO GIORNI di orrori, devastazioni, prepotenza e morte.\nCENTO GIORNI di GUERRA\n#100giorni\n#PrayForUkraine \n#StopPutinN…",jeremran
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,ukraineinfobot
neutral,Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded.… https://t.co/UrziWaNzy6,IuliiaMendel
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not number…,TimPaine1794
negative,RT @kiraincongress: As an animal rights activist I am outraged. Several thousand dolphins have died in the #Black Sea because of the #russi…,radiolione
negative,@tassagency_en Hold on Russia. Invading a sovereign neighbor and then starting a bloody war is not an internal affa… https://t.co/GGuVlZ4AcT,Read_Disclaimer
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not number…,xavipages
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not number…,davidcb53
neutral,#StopPutinNOW https://t.co/9HkQiApjCa,Ald19Dr
neutral,No words. #StopPutinNOW https://t.co/02SYR5z3cj,JenelleComedy
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not number…,Cit_Reload
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not number…,FionaGreenfield
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not number…,TrevorB46335859
neutral,Putin's War on Ukraine will be a stain on the Russian people remembered Ukraine’s childrens grandchildrens children… https://t.co/VDqekaOH0v,Steve76652499
positive,"RT @MavkaSlavka: The sooner, the better. #StopPutinNOW \n\nhttps://t.co/MwjNCT4yrP",JenelleComedy
neutral,RT @debbie156: @kathrynresister @RogueCitizenOne #StopPutinNOW #ArrestTrump #DeportMurdock,Stifor420
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not number…,fastone65
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not number…,RichardThorold
negative,Fighting with strangers is the last thing on your mind while you're working hard and producing money.\n\nWithout dist… https://t.co/4PvJ3OCNNa,Bull_kong
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not number…,vanessa99917390
neutral,Not Kyiv!! @POTUS @NATO #StopPutinNOW #CloseTheSkyUkraineNOW #supplyUkrainewithHIMARSnow https://t.co/K1OHD6O9Ct,JenelleComedy
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not number…,AndreasHagen507
neutral,RT @ElenaShelest: #StopPutinNOW STOP #Genocide,mellylamelle
neutral,ロシアから撤退していない #ネスレ #ネッスル を利用することはロシアの成功をおさめ、それにより第３次世界大戦への道を開くことにより、あなたの命の危険に合うことに同意したこととなります。\n\n#NoWar #StopPutinNOW #StandWithUkraine,nono_roshia
neutral,"Доброго ранку, безсмертна Україно!\n\nХочемо висловити сердечні співчуття загиблим.\nЯ віддаю шану душі вас, українськ… https://t.co/pBbFBYAAxT",iWWyufduZ65zCtC
neutral,@UN @UN what about forcefully relocated to Russia kids and adults? How did you help? Or maybe you actually helped f… https://t.co/55dlKhCMqc,alla_pinkas
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not number…,AAkermane
negative,RT @kiraincongress: As an animal rights activist I am outraged. Several thousand dolphins have died in the #Black Sea because of the #russi…,AdinOfCrimea
neutral,RT @esoriram1: Over 190.000 Ukrainian children stolen from Donbass  to Russia. This is Genocide! #StopPutinNOW \n\n@ZelenskyyUa @POTUS @FLOTU…,SimonaPorrino
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not number…,HockGuru
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not number…,Stupormundi66
positive,RT @kiraincongress: There are fears that #Severodonetsk may have its own #Azovstal. About 800 people are hiding in Soviet-era bomb shelters…,durban_warren
negative,RT @UkiLifeAbroad: They are apparently refusing to support each other's units or fight for each other's so called territory. \n\n#ukraine #lu…,Robert2909
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not number…,Mag2012Ge
negative,RT @kiraincongress: As an animal rights activist I am outraged. Several thousand dolphins have died in the #Black Sea because of the #russi…,KlausRieneck
neutral,#StandWithUkraine #StandUpForUkraine  #StopPutinNOW #StopRussianAggression #ArmUkraineNow #ArmUkraine https://t.co/dTMhuseXHP,ThomasAMarx
neutral,"\Soldiers\"" from the #DPR (DNR) captured in #Severodonetsk (English Translation)\n\n#news #UkraineWar #SlavaUkraini… https://t.co/agXi0YQJGn""",Jim23194777
negative,RT @kiraincongress: As an animal rights activist I am outraged. Several thousand dolphins have died in the #Black Sea because of the #russi…,LevHavryliv
negative,#Russian 🇷🇺 Air Force active from #Moscow going East.\nTupolev Tu-154M\nRussia - Air Force | RA-85123 | 154C83… https://t.co/Hoyn9NhLYt,FlconEYES
neutral,RT @three_cube: SCADA/ICS Hacking is the next stage in this cyberwar.\n\n#SlavaUkrayini \n#cyberwarrior \n#scadahacking\n#StopPutinNOW https://t…,HarmonyUsInc
neutral,RT @three_cube: SCADA/ICS Hacking is the next stage in this cyberwar.\n\n#SlavaUkrayini \n#cyberwarrior \n#scadahacking\n#StopPutinNOW https://t…,BornerJere
neutral,"RT @u24_news: In #Severodonetsk, the National Guard @NatsGvardiya hit the occupiers' armored vehicles maneuvering through the streets with…",Andrzej53356067
negative,RT @lesiavasylenko: 100 days of pain and suffering for #Ukraine. Families get wiped out. 261 kids killed. 463 wounded. These are not number…,FrancesBurley1
neutral,#StopPutinNOW\n#PutinIsaWarCriminal\nhttps://t.co/IjNAYEZND3,bela099
neutral,RT @MavkaSlavka: 100 days of war. When will it all end? #RussiaInvadedUkraine #StopPutinNOW #ArmUkraineNOW https://t.co/agSckJcO7A,Seantoir
positive,RT @MavkaSlavka: Putler's guardian angels.... Enough talking and appeasing #StopPutinNOW - his Z orc army kills innocent Ukrainians every h…,Seantoir
positive,RT @MavkaSlavka: Propaganda and brainwashing start early. Fascism is alive in Putler's ruZZia - it's been adopted into the doctrine of ever…,Seantoir
neutral,"RT @MavkaSlavka: Putler keeps delivering his gas and oil to Berlin. Russia should be totally cut off from the world, because they do not wa…",Seantoir
